trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.8499004402698315}",20,2,-71.36550875136189,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.8483157881913526}",25,0,-172.87025010226373,"{0: 11, 1: 5, 2: 4, 3: 4, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.846723501276506}",20,12,4.235938648140244,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.8451235938558634}",30,0,-126.19679100992212,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.8435160803285807}",20,0,-88.44179943714789,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.8419009751622687}",20,0,-27.06492846242189,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.8402782928928632}",25,0,-155.14389910763194,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.8386480481244933}",25,0,-197.15694508356034,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
193,False,"{'a': 0.5, 'e': 0.8370102555293514}",25,2,-81.60009229491402,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.8353649298475595}",20,0,-153.76556588837343,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.8337120858870376}",20,0,-12.801598203248018,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.8320517385233703}",20,0,-152.09883903572296,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
197,False,"{'a': 0.5, 'e': 0.8303839026996727}",20,0,-65.97692935509555,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.8287085934264558}",25,10,-112.55331451317423,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 2}",1
199,False,"{'a': 0.5, 'e': 0.8270258257814919}",25,15,3.4448319388483135,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.8253356149096783}",20,10,6.017207794207928,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.8236379760229016}",25,11,-63.08609626713889,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.8219329243999002}",25,13,-45.937364909130935,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.5, 'e': 0.8202204753861273}",30,5,-41.27830217839302,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.8185006443936125}",25,0,-179.760643500036,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.8167734469008229}",20,0,-87.94233191912767,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.8150388984525244}",25,0,-130.76917890822295,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
207,False,"{'a': 0.5, 'e': 0.8132970146596414}",25,0,-66.55520286347327,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.8115478111991162}",25,0,-271.88731730325406,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 5}",0
209,False,"{'a': 0.5, 'e': 0.8097913038137682}",25,14,-58.14439811036824,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.8080275083121519}",20,0,-6.88856931007388,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.806256440568415}",20,12,-63.42152636812497,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.8044781165221552}",25,0,-114.67974429450821,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.802692552178277}",20,1,-140.63956253649812,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 2}",1
214,False,"{'a': 0.5, 'e': 0.8008997636068472}",20,2,-25.656568203292014,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.7990997669429512}",30,0,-155.5158776434991,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
216,False,"{'a': 0.5, 'e': 0.7972925783865464}",25,0,-172.4990141857007,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.795478214202318}",20,0,-106.08820321687482,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.7936566907195313}",25,0,-92.27099923862527,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",1
219,False,"{'a': 0.5, 'e': 0.7918280243318853}",20,0,-43.728154851873576,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.7899922314973651}",20,0,-53.071711350987684,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
